text,zone,label
"Einbruch in eine Wohnung – Schwabing Am Samstag, 23.12.2023, zwischen 17:40 Uhr und 20:20 Uhr, konnten bislang unbekannte Täter in eine Wohnung im Obergeschoss eines Mehrfamilienhauses einbrechen, indem sie eine Terrassentüre gewaltsam öffneten. In der Wohnung durchsuchten sie die Zimmer und entwendeten mehrere Handtaschen (im Wert von mehreren tausend Euro). Danach entfernten sie sich unerkannt aus der Wohnung. In der Wohnung wurden Spurensicherungsmaßnahmen von der Münchner Kriminalpolizei durchgeführt und das Kommissariat 53 (Einbruchsdelikte) hat die Ermittlungen aufgenommen. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Siegesstraße, Wagnerstraße, Werneckstraße (Schwabing) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",12,2
"Zusammenstoß von Straßenbahn und Fußgängerin; eine Person verletzt – Neuhausen Am Freitag, 22.12.2023, gegen 17:30 Uhr, befand sich eine 58-Jährige mit Wohnsitz im Landkreis Fürstenfeldbruck im Bereich der Leonrodstraße. Dort betrat sie den Gleisbereich in der Mitte der Straße, wo zu diesem Zeitpunkt eine Straßenbahn fuhr. Der Straßenbahnfahrer leitete noch eine sogenannte Gefahrenbremsung ein, aber es kam dennoch zu einem Zusammenstoß mit der Fußgängerin. Die Straßenbahn kollidierte mit der Front mit der Frau, wodurch sie auf die Fahrbahn gestoßen wurde. Sie wurde bei dem Unfall verletzt und mit einem Rettungsdienst in ein Krankenhaus gebracht. Fahrgäste in der Straßenbahn wurden durch die Gefahrenbremsung nicht verletzt. Während der Unfallaufnahme durch die Münchner Verkehrspolizei gab es Beeinträchtigungen für den dortigen ÖPNV. Die Münchner Verkehrspolizei führt die weiteren Ermittlungen.",9,1
"Störung eines Gottesdienstes – Lehel Am Sonntag, 24.12.2023, gegen 17:30 Uhr, fand in einer Kirche ein Gottesdienst statt. Dieser Gottesdienst wurde von vier Personen (2 Frauen, 24 Jahre mit Wohnsitz in Österreich und 25 Jahre mit Wohnsitz in München und 2 Männer, 30 Jahre mit Wohnsitz im Landkreis Berchtesgadener Land und 34 Jahre mit Wohnsitz im Landkreis Dachau) gestört, die plötzlich in der Kirche Transparente zeigten und mit einem Megafon Durchsagen machten. Inhaltlich hatte diese Aktion mit dem Thema Tierschutz zu tun. Die vier Personen wurden mehrfach aufgefordert, die Kirche zu verlassen. Dies taten sie nicht und daraufhin wurden sie von den anwesenden Personen zum Ausgang gebracht und der Polizeinotruf 110 wurde verständigt. Sofort fuhren mehrere Streifen der Münchner Polizei zur Einsatzörtlichkeit. Die vier Tatverdächtigen wurden zu einer Polizeiinspektion gebracht. Die Transparente und das Megafon wurden beschlagnahmt. Alle wurden wegen einer Störung der Religionsausübung und eines Hausfriedensbruchs angezeigt. Die 24-jährige Tatverdächtige mit Wohnsitz in Österreich musste eine Sicherheitsleistung in Höhe von mehreren hundert Euro zahlen. Nach der Anzeigenerstattung und der weiteren polizeilichen Sachbearbeitung wurden alle wieder entlassen. Die Münchner Kriminalpolizei (Kriminalfachdezernat 4 – Staatsschutz) führt die weiteren Ermittlungen.",1,1
"Festnahmen wegen Handel mit Betäubungsmitteln – Ramersdorf Im Rahmen kriminalpolizeilicher Ermittlungen des Kommissariats 82 (Betäubungsmitteldelikte) ergab sich der Verdacht des illegalen Handeltreibens mit Betäubungsmitteln gegen einen 40-Jährigen mit Wohnsitz in München. Durch die umfangreichen Ermittlungen ergaben sich zudem Hinweise auf mögliche Tatbeteiligungen, eines 43-jährigen, einer 36-jährigen sowie einer 32-jährigen Tatverdächtigen, alle mit Wohnsitzen in München. Durch die erlangten Erkenntnisse wurden über die Staatsanwaltschaft München I beim Amtsgericht München mehrere Durchsuchungsbeschlüsse für Wohnungen erwirkt, welche am Freitag, 13.12.2023, vollzogen wurden. Bei der Durchsuchung der Wohnung des 40-jährigen Tatverdächtigen konnte dieser unmittelbar vor dem Konsum von Betäubungsmitteln angetroffen werden. Der 40-Jährige wurde durch Kräfte des Polizeipräsidiums München festgenommen. Im Anschluss wurde seine Wohnung durchsucht. Dort wurden weitere Betäubungsmittel und mehrere zehntausend Euro Bargeld aufgefunden und beschlagnahmt. Zeitgleich wurden die weiteren Wohnungen der übrigen Tatverdächtigen durchsucht. Hier konnten ebenfalls Betäubungsmittel sowie insgesamt mehrere tausend Euro Bargeld aufgefunden werden. Bei dem Vollzug der Durchsuchungen wurde die Münchner Polizei durch das Bayerische Landeskriminalamt unterstützt. Die Tatverdächtigen wurden wegen des unerlaubten Handels mit Betäubungsmitteln angezeigt, der 43-Jährige und die 36-Jährige wurden nach Abschluss der polizeilichen Maßnahmen entlassen. Gegen den 40-Jährigen und die 32-Jährige wurde am Folgetag durch die Ermittlungsrichterin Haftbefehl erlassen. Die weiteren Ermittlungen führt das Kommissariat 82 (Rauschgiftdelikte) der Münchner Kriminalpolizei.",16,1
"Verkehrsunfall mit Doppeldeckerbus; drei Personen verletzt – Schwabing Am Donnerstag, 21.12.2023, gegen 16:30 Uhr, fuhr ein 55-jähriger Busfahrer (Wohnsitz Landkreis München) mit einem Omnibus, Guleryuz, auf der Schleißheimer Straße stadtauswärts. Dort hielten ein 63-jähriger mit Wohnsitz in München mit einem Pkw, Mercedes, ein 37-jähriger mit Wohnsitz in München mit einem Kleintransporter, Renault, als auch ein 21-jähriger mit Wohnsitz in München mit einem Pkw, BMW, verkehrsbedingt an der dort befindlichen und zu diesem Zeitpunkt roten Ampel. Es kam zum Zusammenstoß zwischen dem Omnibus und dem Mercedes, wodurch der Pkw auf den Kleintransporter geschoben wurde, der wiederum gegen den BMW gedrückt wurde. In der Folge des Unfalls kam der Bus von der Fahrbahn ab, kollidierte mit drei weiteren Pkw (Fiat, Audi, BMW), die am rechten Fahrbahnrand geparkt waren, überfuhr zwei Verkehrszeichen und kam schlussendlich an der Fassade eines Ladengeschäftes zum Stehen. Durch den Unfall wurden der 55-jährige Fahrer, ein 55-jähriger weiblicher Fahrgast und eine 25-Jährige, die sich zur Unfallzeit in dem geparkten Pkw Audi befand, leicht verletzt. Der Omnibusfahrer wurde in ein Krankenhaus gebracht und die 55-Jährige, als auch die 25-Jährige wurden nach ambulanter Versorgung vor Ort wieder entlassen. Der Sachschaden des Unfalls beläuft sich auf mehrere zehntausend Euro. Während der Unfallaufnahme musste die Schleißheimer Straße für mehrere Stunden beidseitig gesperrt werden. Es kam zu Verkehrsbeeinträchtigungen. Die Verkehrspolizei München hat die Ermittlungen zur Unfallursache aufgenommen.",12,1
"Festnahme eines Tatverdächtigen nach Einbruch in Keller – Sendling Am Donnerstag, 21.12.2023, gegen 03:00 Uhr, meldete ein Zeuge einen Einbruch in die Kellerräumlichkeiten unter seiner Wohnung in einem Mehrfamilienhaus. Als er in den Keller ging, konnte er eine ihm unbekannte männliche Person in einem Kellerraum antreffen. Er versperrte daraufhin den Kellerraum von außen, alarmierte den Polizeinotruf 110 und wartete das Eintreffen der Polizeibeamten ab. Zwischenzeitlich flüchtete der bislang unbekannte Täter offensichtlich über ein kleines Kellerfenster. Im Rahmen einer sofort eingeleiteten Fahndung konnte ein 43-jähriger Tatverdächtiger mit rumänischer Staatsangehörigkeit ohne festen Wohnsitz in Deutschland in der Nähe festgenommen werden. Er wurde wegen des Verdachts des Einbruchs angezeigt. Der 43-Jährige wurde nach Abschluss der Sachbearbeitung der Haftanstalt des Polizeipräsidiums München überstellt und er wird im Laufe des heutigen Tages dem Haftrichter zur Klärung der Haftfrage vorgeführt. Insgesamt wurden in dem Mehrfamilienhaus bei mehr als fünf Kellerabteilen Einbruchsspuren festgestellt. Ob etwas entwendet werden konnte, ist Gegenstand der aktuell geführten Ermittlungen. Diese führt das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei.",7,2
"Festnahme eines Tatverdächtigen nach Diebstahl von Getränkekisten – Aubing Am Donnerstag, 21.12.2023, gegen 20:30 Uhr, wurde eine zivile Streife der Polizeiinspektion 45 (Pasing) auf einen, wie sich später herausstellte, 33-jährigen Mann mit ukrainischer Staatsangehörigkeit ohne festen Wohnsitz in Deutschland aufmerksam, welcher mit zwei Getränkekisten mit leeren Flaschen umherlief. Im Rahmen der Kontrolle stellte sich heraus, dass der 33-Jährige kurz zuvor die beiden Kisten aus dem Außenlager eines nahegelegenen Verbrauchermarkts entwendet hatte. Er wurde wegen eines Diebstahls angezeigt und nach Rücksprache mit der Staatsanwaltschaft München I der Haftanstalt des Polizeipräsidiums München überstellt. Er wird im Laufe des heutigen Tages dem Haftrichter zur Klärung der Haftfrage vorgeführt. Die weiteren Ermittlungen in diesem Fall führt das Kommissariat 52 (Einbruchsdelikte) der Münchner Kriminalpolizei.",5,2
"Altfall: Mord im Hasenbergl – ein Tatverdächtiger festgenommen Wie bereits im Jahr 2000 berichtet, wurde am Sonntag, 20.02.2000, gegen 20.40 Uhr, eine 28-jährige Türkin tot in ihrer Wohnung in München-Hasenbergl aufgefunden. Die 28-Jährige lebte mit ihren vier Kindern dort. Von ihrem Ehemann hatte sie sich bereits seit circa drei Jahren getrennt. Im Frühjahr 2000 sollte hier nun die Scheidung erfolgen. Die Kinder (damals zwischen vier und neun Jahre alt) waren von der Mutter des Ehemanns im Rahmen der Sorgerechtsregelung am Freitag, 18.02.2000 bei der 28-Jährigen abgeholt worden. Als die Kinder wieder zurückgebracht werden sollten, kam es zur Auffindung der getöteten 28-Jährigen Mutter Die Ermittlungen wurden damals aufgrund der Gesamtumstände von der Münchner Mordkommission übernommen. Diese ergaben, dass die 28-Jährige durch Gewalteinwirkungen gegen den Hals getötet wurde. Bei der Auffindung fand man sie dem Anschein nach erhängt an einem Türknauf des Kleiderschrankes vor. Eine durchgeführte rechtsmedizinische Untersuchung ergab jedoch Hinweise auf eine Fremdeinwirkung. Aufgrund der getätigten Ermittlungen wurde schließlich der Ehemann, ein damals 32-jähriger Türke, als Tatverdächtiger festgenommen. Nach circa vier Wochen musste er aber wieder aus der Untersuchungshaft entlassen werden, da der Tatverdacht nicht ausreichend bestätigt werden konnte. Die Ermittlungen in dieser Sache ruhten aber nicht, sondern wurden über all die Jahre bei der Staatsanwaltschaft München I und dem Kommissariat 11 des Polizeipräsidiums München fortgeführt. Zuletzt wurde die Tat als sogenannter Altfall bearbeitet. Im Rahmen der erneut aufgenommenen Ermittlungen erhärtete sich nun schließlich abermals der Tatverdacht gegen den mittlerweile 56-jährigen damaligen Ehemann der Getöteten. Die Staatsanwaltschaft München I beantragte daraufhin einen Haftbefehl wegen Mordes, der vom Amtsgericht München antragsgemäß erlassen wurde. Der 56-Jährige, welcher immer noch in München wohnhaft ist, wurde nun am Vormittag des Freitags, 15.12.2023, durch Polizeibeamte erneut in dieser Sache festgenommen, über 23 Jahre nach Tatvollendung. Er befindet sich nun in Untersuchungshaft. Hinweis der Münchner Polizei: Sollten Sie oder jemand aus Ihrem Umfeld Opfer häuslicher Gewalt werden, weist die Polizei auf die verschiedenen Hilfsmöglichkeiten hin, die es in diesem Bereich mittlerweile gibt. Seit dem 01.01.2002 ist für den Bereich der Häuslichen Gewalt eigens das Gewaltschutzgesetz in Kraft gesetzt worden, das seitdem einen verbesserten Schutz für Opfer häuslicher Gewalt bietet. Die Polizei kann betroffene Personen nun besser schützen, wenn diese unmittelbar in Gefahr sind, indem sie dem Täter für eine bestimmte Zeit verbietet, ihre gemeinsame Wohnung zu betreten (Platzverweis) bei schwerwiegenden Fällen den Täter in Gewahrsam nimmt weitere Maßnahmen zu ihrem Schutz ergreift (beispielsweise Kontaktverbot)",24,1
"Pkw-Fahrer entzieht sich einer Verkehrskontrolle – Pasing Am Dienstag, 19.12.2023, gegen 23:55 Uhr, konnte durch eine Streife des Polizeipräsidiums München ein Maserati Pkw mit deutscher Zulassung, der in Pasing im Bereich der Verdistraße mit deutlich überhöhter Geschwindigkeit unterwegs war, festgestellt werden. Der Pkw sollte daraufhin von der Polizeistreife einer Kontrolle unterzogen werden. Während der Nachfahrt fuhr der Fahrer des Pkws mit überhöhter Geschwindigkeit und überfuhr zudem eine rot-zeigende Ampel. Mit Unterstützung mehrerer Streifen konnte der Pkw schließlich in der Haberlandstraße angehalten und kontrolliert werden. Bei der Kontrolle des Fahrzeugs befand sich der 37-jährige Pkw-Fahrer mit Wohnsitz in München alleine im Fahrzeug. Er konnte keine gültige Fahrerlaubnis vorzeigen. Zudem konnten bei dem Pkw-Fahrer alkohol- bzw. drogenbedingte Ausfallerscheinungen festgestellt werden. Der Tatverdächtige leistete im Rahmen der vor Ort durchgeführten Maßnahmen Widerstand. Im Anschluss sollte der 37-Jährige zur Blutentnahme gebracht werden. Hierbei beleidigte und bedrohte er die eingesetzten Kräfte verbal, leistete erneut Widerstand und griff diese an. Hierbei wurde niemand verletzt. Aufgrund seiner anhaltenden Aggressivität wurde der Tatverdächtige im Anschluss in Gewahrsam genommen. Gegen den 37-Jährigen wird nun unter anderem wegen des Fahrens ohne Fahrerlaubnis, Trunkenheit im Verkehr infolge Alkohol bzw. Drogen, verbotenem Kraftfahrzeugrennen sowie Tätlichen Angriffs auf Vollstreckungsbeamte und verschiedener Verkehrsordnungswidrigkeiten ermittelt. Der Pkw des 37-Jährigen wurde nach Rücksprache mit der Staatsanwaltschaft München I beschlagnahmt. Die Münchner Verkehrspolizei hat die weiteren Ermittlungen übernommen.",21,1
"Verkehrsunfall zwischen Pkw und Fußgängerin; eine Person verletzt – Pasing Am Mittwoch, 20.12.2023, gegen 11:00 Uhr, beabsichtigte eine 55-jährige Pkw-Fahrerin mit Wohnsitz in München, aus einer Tiefgarage auf die Ebenböckstraße einzufahren. Zum gleichen Zeitpunkt ging eine 62-Jährige mit Wohnsitz in München auf dem dortigen Gehweg. Beim Ausfahren mit ihrem Opel Pkw kam es mit der von links kommenden Fußgängerin zum Zusammenstoß mit der Front des Kraftfahrzeugs. Die Fußgängerin wurde durch den Zusammenstoß schwer verletzt. Sie musste zur weiteren medizinischen Behandlung vom Rettungsdienst in ein Krankenhaus gebracht werden. Die Münchener Verkehrspolizei hat die weiteren Ermittlungen übernommen.",21,1
"Wohnungseinbruch – Obersendling Am Mittwoch, 20.12.2023, zwischen 11:00 Uhr bis 19:30 Uhr, verschafften sich unbekannte Täter gewaltsam Zutritt zu einer Erdgeschosswohnung in Obersendling. Nach Durchsuchung der Räumlichkeiten auf Stehlgut, gelang es ihnen, unter Mitnahme von Schmuck im Wert von mehreren zehntausend Euro unerkannt zu entkommen. Das Kommissariat 53 (Einbruchsdelikte) hat die Ermittlungen übernommen. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich Becker-Gundahl-Straße, Schieggstraße, Lommelstraße (Obersendling) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",19,2
"Versuchte räuberische Erpressung; Festnahme eines Tatverdächtigen – Laim Am Mittwoch, 20.12.2023, bedrohte ein 30-jähriger Bulgare, ohne festen Wohnsitz im Bundesgebiet, am S-Bahnhof Laim einen 19-jährigen Ungarn, mit Wohnsitz im Landkreis München, dass er ihn schlagen würde, wenn er ihm keine Zigaretten gebe. Unbeteiligte Passanten informierten die Polizei über den Notruf 110 über den aggressiv herumschreienden 30-Jährigen, der von seinen Forderungen gegenüber dem 19-Jährigen nicht abließ. Alarmierte Einsatzkräfte der Polizeiinspektion 41 (Laim) nahmen den Bulgaren vor Ort vorläufig fest und brachten ihn zur weiteren Sachbearbeitung zum Revier. Der 19-Jährige wurde nicht verletzt und verweigerte die Herausgabe von Zigaretten. Im Rahmen der Anzeigenaufnahme wegen Bedrohung und versuchter räuberischer Erpressung zeigte sich der 30-Jährige psychisch auffällig. Aufgrund von nicht auszuschließender Eigen- und Fremdgefahr wurde er in einem Fachklinikum untergebracht. Die abschließende Sachbearbeitung hat das Kommissariat 21 (Raubdelikte) übernommen.",25,3
"Einbruch in Wohnung – Obersendling Am Dienstag, 19.12.2023, gegen 17:30 Uhr, wurde durch einen bislang unbekannten Täter in eine Wohnung in Obersendling eingebrochen. Durch das gewaltsame Öffnen der Balkontüre gelang der bislang unbekannte Täter in die Wohnung. Der Bewohner befand sich zu dieser Zeit im Schlafzimmer und vernahm Geräusche aus dem Wohnzimmer. Daraufhin begab er sich in dieses und traf hierbei auf den Täter. Dieser ergriff daraufhin die Flucht in unbekannte Richtung. Etwas verspätet wurde die Polizei verständigt. Das Kommissariat 53 (Einbruchsdelikte) der Münchner Kriminalpolizei führt die weiteren Ermittlungen. Zeugenaufruf: Wer hat im angegebenen Zeitraum im Bereich der Aidenbachstraße, Makartstraße, Hofbrunnstraße (Obersendling) Wahrnehmungen gemacht, die im Zusammenhang mit diesem Vorfall stehen könnten? Personen, die sachdienliche Hinweise geben können, werden gebeten, sich mit dem Polizeipräsidium München, Kommissariat 53, Tel. 089/2910-0, oder jeder anderen Polizeidienststelle in Verbindung zu setzen.",19,2
